exposure.id	exposure.trait	exposure.sample_size	exposure.sex	outcome.id	outcome.sample_size	N_case	mr.pval	mr.b	mr.se
ukb-a-35	Comparative height size at age 10	332021.0	Males and Females	ieu-a-1131	32498.0	14910	0.495972105062934	0.0776693435554927	0.114078534868906
ukb-a-35	Comparative height size at age 10	332021.0	Males and Females	ieu-a-1137	22068.0	4480	0.197051089534277	0.207456767861642	0.160819354802253
ukb-a-35	Comparative height size at age 10	332021.0	Males and Females	ieu-a-1134	21814.0	4226	0.65872498222876	0.0572661880324	0.129543508851527
ukb-a-35	Comparative height size at age 10	332021.0	Males and Females	ieu-a-1130	89677.0	46785	0.88864894750527	0.009335058206566	0.0666723311405902
ukb-a-35	Comparative height size at age 10	332021.0	Males and Females	ieu-a-1132	83691.0	38197	0.0014750104599296	0.206639541756241	0.0649900692944165
ukb-a-35	Comparative height size at age 10	332021.0	Males and Females	ieu-a-1133	69970.0	27078	0.000879865299887277	0.175405009158261	0.0522055826438983
ieu-a-1035	Difference in height between childhood and adulthood	5756.0	Females	ieu-a-1130	89677.0	46785	0.5	0.0625811154372678	0.0625811154372678
ieu-a-1035	Difference in height between childhood and adulthood	5756.0	Females	ieu-a-1132	83691.0	38197	0.5	0.0454246448699486	0.0454246448699486
ieu-a-1035	Difference in height between childhood and adulthood	5756.0	Females	ieu-a-1133	69970.0	27078	0.5	0.0776041388874073	0.0776041388874073
ieu-a-1035	Difference in height between childhood and adulthood	5756.0	Females	ieu-a-1135	55149.0	9655	0.5	-0.0937827795260192	-0.0937827795260192
ieu-a-1035	Difference in height between childhood and adulthood	5756.0	Females	ieu-a-1136	50225.0	7333	0.5	0.0576919657937312	0.0576919657937312
ieu-a-1035	Difference in height between childhood and adulthood	5756.0	Females	ieu-a-1131	32498.0	14910	0.5	0.276459188934521	0.276459188934521
ieu-a-1035	Difference in height between childhood and adulthood	5756.0	Females	ukb-a-519	337199.0	5510	0.5	-0.00367322701655199	-0.00367322701655199
ieu-a-1035	Difference in height between childhood and adulthood	5756.0	Females	ukb-a-55	337159.0	7480	0.5	-0.00473414582111046	-0.00473414582111046
ieu-a-1035	Difference in height between childhood and adulthood	5756.0	Females	ieu-a-1126	228951.0	122977	0.5	0.0488914964353654	0.0488914964353654
ieu-a-1035	Difference in height between childhood and adulthood	5756.0	Females	ieu-a-1127	175475.0	69501	0.5	0.0657812861130371	0.0657812861130371
ieu-a-1035	Difference in height between childhood and adulthood	5756.0	Females	ieu-a-1128	127442.0	21468	0.5	0.035557451952993	0.035557451952993
ieu-a-1035	Difference in height between childhood and adulthood	5756.0	Females	ieu-a-1129	106776.0	61282	0.5	-0.0140451935214323	-0.0140451935214323
ieu-a-1035	Difference in height between childhood and adulthood	5756.0	Females	ieu-a-1137	22068.0	4480	0.5	0.43646772272299	0.43646772272299
ieu-a-1035	Difference in height between childhood and adulthood	5756.0	Females	ieu-a-1134	21814.0	4226	0.5	0.231123437694455	0.231123437694455
ukb-a-509	Duration of moderate activity	251031.0	Males and Females	ieu-a-1137	22068.0	4480	0.5	-0.348606795997749	-0.348606795997749
ukb-a-509	Duration of moderate activity	251031.0	Males and Females	ieu-a-1134	21814.0	4226	0.5	-0.715561318100643	-0.715561318100643
ukb-a-509	Duration of moderate activity	251031.0	Males and Females	ukb-a-519	337199.0	5510	0.5	0.0249189642097023	0.0249189642097023
ukb-a-509	Duration of moderate activity	251031.0	Males and Females	ukb-a-55	337159.0	7480	0.5	0.0183612422633755	0.0183612422633755
ukb-a-509	Duration of moderate activity	251031.0	Males and Females	ieu-a-1126	228951.0	122977	0.5	0.917386305257235	0.917386305257235
ukb-a-509	Duration of moderate activity	251031.0	Males and Females	ieu-a-1130	89677.0	46785	0.5	1.16446901680652	1.16446901680652
ukb-a-509	Duration of moderate activity	251031.0	Males and Females	ieu-a-1132	83691.0	38197	0.5	1.373021503535	1.373021503535
ukb-a-509	Duration of moderate activity	251031.0	Males and Females	ieu-a-1133	69970.0	27078	0.5	1.5424321745725	1.5424321745725
ukb-a-509	Duration of moderate activity	251031.0	Males and Females	ieu-a-1135	55149.0	9655	0.5	-1.30941605303716	-1.30941605303716
ukb-a-509	Duration of moderate activity	251031.0	Males and Females	ieu-a-1136	50225.0	7333	0.5	1.04398561538273	1.04398561538273
ukb-a-509	Duration of moderate activity	251031.0	Males and Females	ieu-a-1131	32498.0	14910	0.5	0.91127039655552	0.91127039655552
ukb-a-509	Duration of moderate activity	251031.0	Males and Females	ieu-a-1127	175475.0	69501	0.5	1.3149203708687	1.3149203708687
ukb-a-509	Duration of moderate activity	251031.0	Males and Females	ieu-a-1128	127442.0	21468	0.5	-0.318027252489175	-0.318027252489175
ukb-a-509	Duration of moderate activity	251031.0	Males and Females	ieu-a-1129	106776.0	61282	0.5	0.709445409398929	0.709445409398929
ukb-a-512	Duration of vigorous activity	183731.0	Males and Females	ieu-a-1127	175475.0	69501	0.330425107569003	0.130473411125414	0.134058405478225
ukb-a-512	Duration of vigorous activity	183731.0	Males and Females	ieu-a-1128	127442.0	21468	0.464649061560126	0.302297769974584	0.413419578762625
ukb-a-512	Duration of vigorous activity	183731.0	Males and Females	ieu-a-1129	106776.0	61282	0.346594781381308	0.119094607181206	0.126532863816929
ukb-a-512	Duration of vigorous activity	183731.0	Males and Females	ieu-a-1130	89677.0	46785	8.3477701196466e-20	0.347095724148621	0.0381065152485557
ukb-a-512	Duration of vigorous activity	183731.0	Males and Females	ieu-a-1132	83691.0	38197	0.64810367254564	-0.0533916837415922	0.116984873737723
ukb-a-512	Duration of vigorous activity	183731.0	Males and Females	ieu-a-1133	69970.0	27078	7.69734270874259e-07	0.276427625377438	0.0559243069052402
ukb-a-512	Duration of vigorous activity	183731.0	Males and Females	ieu-a-1137	22068.0	4480	0.0620029727381919	-1.61458692217127	0.865139043426365
ukb-a-512	Duration of vigorous activity	183731.0	Males and Females	ieu-a-1134	21814.0	4226	0.45693402314591	0.913688959317921	1.22823358798224
ukb-a-512	Duration of vigorous activity	183731.0	Males and Females	ukb-a-519	337199.0	5510	7.20056140426184e-05	0.00265310070960608	0.000668361485727767
ukb-a-512	Duration of vigorous activity	183731.0	Males and Females	ukb-a-55	337159.0	7480	0.790490472134419	0.001772984238011	0.00667353909344615
ukb-a-512	Duration of vigorous activity	183731.0	Males and Females	ieu-a-1126	228951.0	122977	0.221441917965504	0.170045031057758	0.139073053775604
ukb-a-512	Duration of vigorous activity	183731.0	Males and Females	ieu-a-1135	55149.0	9655	0.740163363007311	-0.198028252960689	0.597123486415581
ukb-a-512	Duration of vigorous activity	183731.0	Males and Females	ieu-a-1136	50225.0	7333	0.000945362876573628	1.82523617569879	0.552047702263202
ukb-a-512	Duration of vigorous activity	183731.0	Males and Females	ieu-a-1131	32498.0	14910	0.661488366561336	-0.259326632850396	0.592260351402104
