exposure.id	exposure.trait	exposure.sample_size	exposure.sex	year	author	consortium	outcome.id	outcome.sample_size	N_case	mr.pval	mr.b	mr.se
ukb-a-320	Age at last live birth	123676.0	Males and Females	2017	Neale	Neale Lab	ukb-a-519	337199.0	5510	0.217114731448164	-0.00415118537650852	0.00336336257018997
ukb-a-320	Age at last live birth	123676.0	Males and Females	2017	Neale	Neale Lab	ukb-a-55	337159.0	7480	5.7191756360368e-06	-0.0130656464906421	0.00288010731301523
ukb-a-320	Age at last live birth	123676.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	0.0140109104908502	-0.390523492871001	0.158944285155637
ukb-a-320	Age at last live birth	123676.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1132	83691.0	38197	0.0100296016213713	-0.550637233817493	0.213855726019475
ukb-a-320	Age at last live birth	123676.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1133	69970.0	27078	0.315986591692751	-0.248122141933357	0.247444281386054
ukb-a-320	Age at last live birth	123676.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	0.030283195695538	-0.522115331854067	0.241009701854181
ukb-a-320	Age at last live birth	123676.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1135	55149.0	9655	0.0115551823396384	-0.869204161186119	0.34417859639507
ukb-a-320	Age at last live birth	123676.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1136	50225.0	7333	0.819942601700356	-0.0943836524490421	0.414656661068173
ukb-a-320	Age at last live birth	123676.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	0.0108676588930137	-0.340016025155045	0.133500570340966
ukb-a-320	Age at last live birth	123676.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1129	106776.0	61282	0.00751064524127979	-0.509227550941609	0.190485670485543
ukb-a-320	Age at last live birth	123676.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1131	32498.0	14910	0.810324961917253	0.0490867169126304	0.204522166942461
ukb-a-320	Age at last live birth	123676.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1137	22068.0	4480	0.52972239527385	-0.352073193938024	0.560242643413791
ukb-a-320	Age at last live birth	123676.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1130	89677.0	46785	0.161150278565595	-0.253887698453278	0.18119131933505
ukb-a-320	Age at last live birth	123676.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1134	21814.0	4226	0.839167004068896	0.123452444075014	0.60826268446697
ieu-a-1004	Age at menopause	69360.0	Females	2015	Day		ieu-a-1134	21814.0	4226	0.000400726299362755	0.0725918604651163	0.0183683866668681
ieu-a-1004	Age at menopause	69360.0	Females	2015	Day		ieu-a-1135	55149.0	9655	0.00266779418234295	0.0464457811238763	0.0154632157909976
ieu-a-1004	Age at menopause	69360.0	Females	2015	Day		ieu-a-1127	175475.0	69501	7.69191897623922e-12	0.0684365711568185	0.00611890023255942
ieu-a-1004	Age at menopause	69360.0	Females	2015	Day		ukb-a-519	337199.0	5510	4.02674731044012e-06	0.00124629666613625	0.000228421974242762
ieu-a-1004	Age at menopause	69360.0	Females	2015	Day		ukb-a-55	337159.0	7480	8.67066550501408e-06	0.00120495097469804	0.000270902251630792
ieu-a-1004	Age at menopause	69360.0	Females	2015	Day		ieu-a-1128	127442.0	21468	0.312487825411367	0.0406316994900227	0.0396312807084329
ieu-a-1004	Age at menopause	69360.0	Females	2015	Day		ieu-a-1132	83691.0	38197	0.0238705328170685	0.0374242535100798	0.0165652191948257
ieu-a-1004	Age at menopause	69360.0	Females	2015	Day		ieu-a-1133	69970.0	27078	1.63761629262192e-08	0.0736	0.00974572744270268
ieu-a-1004	Age at menopause	69360.0	Females	2015	Day		ieu-a-1130	89677.0	46785	2.20195333188894e-09	0.0633928513403737	0.00763087646900787
ieu-a-1004	Age at menopause	69360.0	Females	2015	Day		ieu-a-1129	106776.0	61282	0.151947645090383	0.0217894736842106	0.0152088290797487
ieu-a-1004	Age at menopause	69360.0	Females	2015	Day		ieu-a-1136	50225.0	7333	0.0831132210573129	0.0459351070640449	0.026507631010044
ieu-a-1004	Age at menopause	69360.0	Females	2015	Day		ieu-a-1126	228951.0	122977	6.90924528411086e-11	0.0425421819308547	0.00652225949642208
ieu-a-1004	Age at menopause	69360.0	Females	2015	Day		ieu-a-1137	22068.0	4480	0.558874858324635	-0.0255448717948718	0.043702788805986
ieu-a-1004	Age at menopause	69360.0	Females	2015	Day		ieu-a-1131	32498.0	14910	0.0121388049264545	0.0625772809184318	0.0249502403178412
ukb-a-323	Age started oral contraceptive pill	144113.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1136	50225.0	7333	0.319024475374619	-0.320301756752913	0.321438180225471
ukb-a-323	Age started oral contraceptive pill	144113.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1130	89677.0	46785	0.12783423826853	0.482298432384499	0.316739354337206
ukb-a-323	Age started oral contraceptive pill	144113.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	0.0558665289714784	0.480426555438853	0.251259215980561
ukb-a-323	Age started oral contraceptive pill	144113.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1137	22068.0	4480	0.88447065214895	0.132658214508783	0.912968520956932
ukb-a-323	Age started oral contraceptive pill	144113.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1133	69970.0	27078	0.0682909977832439	0.689737930782879	0.378336242835577
ukb-a-323	Age started oral contraceptive pill	144113.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	0.00305496812829824	0.213730721482793	0.0721538641382103
ukb-a-323	Age started oral contraceptive pill	144113.0	Males and Females	2017	Neale	Neale Lab	ukb-a-519	337199.0	5510	0.799429985447177	-0.00250351582165527	0.00985306893538287
ukb-a-323	Age started oral contraceptive pill	144113.0	Males and Females	2017	Neale	Neale Lab	ukb-a-55	337159.0	7480	8.10136264612995e-18	0.00880373554910673	0.00102391082046257
ukb-a-323	Age started oral contraceptive pill	144113.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1131	32498.0	14910	0.308484292129805	0.59483564057192	0.584084055164442
ukb-a-323	Age started oral contraceptive pill	144113.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1132	83691.0	38197	2.72469318505056e-54	0.382138568828175	0.0246294588585208
ukb-a-323	Age started oral contraceptive pill	144113.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1129	106776.0	61282	6.44404965359875e-46	0.300595463649104	0.0211320348261205
ukb-a-323	Age started oral contraceptive pill	144113.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	0.050691897705957	0.409846266961702	0.209738862614222
ukb-a-323	Age started oral contraceptive pill	144113.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1135	55149.0	9655	0.21640287890723	0.689841842346915	0.558056823585116
ukb-a-323	Age started oral contraceptive pill	144113.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1134	21814.0	4226	0.5	2.43747938359503	2.43747938359503
ukb-a-288	Arm fat-free mass (left)	331159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1134	21814.0	4226	0.746523561946526	0.0749162930668937	0.231776314204172
ukb-a-288	Arm fat-free mass (left)	331159.0	Males and Females	2017	Neale	Neale Lab	ukb-a-519	337199.0	5510	0.036194329831382	-0.00833130796095651	0.0039772562369222
ukb-a-288	Arm fat-free mass (left)	331159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	0.0359682652627335	0.233750745911968	0.111453919828142
ukb-a-288	Arm fat-free mass (left)	331159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1136	50225.0	7333	0.439656979825377	-0.320713963860634	0.414481016111235
ukb-a-288	Arm fat-free mass (left)	331159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1130	89677.0	46785	0.315496133912869	-0.246816185486361	0.245454940038373
ukb-a-288	Arm fat-free mass (left)	331159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	0.830209493752342	0.0261086549200146	0.121756763299745
ukb-a-288	Arm fat-free mass (left)	331159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1137	22068.0	4480	5.71305318388811e-06	-0.639826183996326	0.138724054888836
ukb-a-288	Arm fat-free mass (left)	331159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1133	69970.0	27078	0.77344157421064	0.0891465032443621	0.309380703847843
ukb-a-288	Arm fat-free mass (left)	331159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1135	55149.0	9655	0.00288156348631237	-0.781164320205934	0.260154130632443
ukb-a-288	Arm fat-free mass (left)	331159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1131	32498.0	14910	0.0797652253638836	-0.168753891069538	0.0960201124225189
ukb-a-288	Arm fat-free mass (left)	331159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	0.00124425890076935	-0.678957700762035	0.208474942126848
ukb-a-288	Arm fat-free mass (left)	331159.0	Males and Females	2017	Neale	Neale Lab	ukb-a-55	337159.0	7480	0.515819711205266	0.00532050935197978	0.00817887299533096
ukb-a-288	Arm fat-free mass (left)	331159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1132	83691.0	38197	0.372565066997446	0.0743352075411454	0.083365444282914
ukb-a-288	Arm fat-free mass (left)	331159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1129	106776.0	61282	0.901103923479148	0.0282290512620591	0.22695424024252
ukb-a-27	Average weekly champagne plus white wine intake	240864.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1130	89677.0	46785	0.318860386030362	-0.314345326906665	0.315353671230581
ukb-a-27	Average weekly champagne plus white wine intake	240864.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1134	21814.0	4226	0.434233365997406	0.309546844867292	0.395856141772513
ukb-a-27	Average weekly champagne plus white wine intake	240864.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	0.285719817636218	-0.201960086176762	0.189179450545899
ukb-a-27	Average weekly champagne plus white wine intake	240864.0	Males and Females	2017	Neale	Neale Lab	ukb-a-519	337199.0	5510	0.27407391277912	0.0133352751722297	0.0121924872401657
ukb-a-27	Average weekly champagne plus white wine intake	240864.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	0.0011021209679535	-1.65938789725047	0.508535716260021
ukb-a-27	Average weekly champagne plus white wine intake	240864.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1131	32498.0	14910	1.90552072598845e-20	-2.01907823419477	0.217866445091552
ukb-a-27	Average weekly champagne plus white wine intake	240864.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1132	83691.0	38197	0.188823546348052	-0.211141434736627	0.16067778989167
ukb-a-27	Average weekly champagne plus white wine intake	240864.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1133	69970.0	27078	0.170591543161607	-0.272584799822855	0.198922642477179
ukb-a-27	Average weekly champagne plus white wine intake	240864.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1135	55149.0	9655	0.203944187871801	-1.01076842163442	0.795633581096828
ukb-a-27	Average weekly champagne plus white wine intake	240864.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1136	50225.0	7333	0.0854628438606878	-1.34367205465086	0.781280643927553
ukb-a-27	Average weekly champagne plus white wine intake	240864.0	Males and Females	2017	Neale	Neale Lab	ukb-a-55	337159.0	7480	0.0122323607666522	0.0117574938236954	0.00469291850534065
ukb-a-27	Average weekly champagne plus white wine intake	240864.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	3.9266661041497e-30	-0.59136359862957	0.0518491373040027
ukb-a-27	Average weekly champagne plus white wine intake	240864.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1129	106776.0	61282	0.0463489166870181	-0.44222055022951	0.221975776670559
ukb-a-30	Average weekly fortified wine intake	241381.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	0.0151432836022613	0.632148620969313	0.260257622899905
ukb-a-30	Average weekly fortified wine intake	241381.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1136	50225.0	7333	0.706616731827789	-0.439153002760343	1.16670718826034
ukb-a-30	Average weekly fortified wine intake	241381.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1137	22068.0	4480	2.97015779258354e-06	-2.40531834957469	0.514740818036743
ukb-a-30	Average weekly fortified wine intake	241381.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1134	21814.0	4226	1.67659283487969e-34	3.48620459761459	0.284584351318966
ukb-a-30	Average weekly fortified wine intake	241381.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1129	106776.0	61282	0.0519812532913728	1.8487456853371	0.951348828011396
ukb-a-30	Average weekly fortified wine intake	241381.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	0.383998082885295	0.69454895619105	0.797824698760409
ukb-a-30	Average weekly fortified wine intake	241381.0	Males and Females	2017	Neale	Neale Lab	ukb-a-519	337199.0	5510	0.0483071182661808	-0.0322212463086431	0.0163173913107124
ukb-a-30	Average weekly fortified wine intake	241381.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	1.37101977251817e-05	0.886214199267332	0.203799938842676
ukb-a-30	Average weekly fortified wine intake	241381.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1132	83691.0	38197	0.233048821505278	1.25322915955465	1.05088897269429
ukb-a-30	Average weekly fortified wine intake	241381.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1131	32498.0	14910	0.0525681939994547	1.03625783434729	0.534580293883524
ukb-a-30	Average weekly fortified wine intake	241381.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1130	89677.0	46785	0.335794921543419	-0.584266696890617	0.607025835413025
ukb-a-30	Average weekly fortified wine intake	241381.0	Males and Females	2017	Neale	Neale Lab	ukb-a-55	337159.0	7480	0.527778141194531	-0.0147392559526307	0.0233437198478519
ukb-a-30	Average weekly fortified wine intake	241381.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1133	69970.0	27078	0.139382642499949	-0.635706678119266	0.43008544418387
ukb-a-30	Average weekly fortified wine intake	241381.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1135	55149.0	9655	0.208722346816646	1.97841896846275	1.57381302447148
ieu-a-29	Birth length	28459.0	Males and Females	2015	van der Valk RJ		ieu-a-1135	55149.0	9655	0.542834948297354	0.140744637590977	0.231285664559018
ieu-a-29	Birth length	28459.0	Males and Females	2015	van der Valk RJ		ieu-a-1137	22068.0	4480	0.243031037587176	0.45221401532644	0.387353864473577
ieu-a-29	Birth length	28459.0	Males and Females	2015	van der Valk RJ		ieu-a-1128	127442.0	21468	0.159223189936744	0.209969100611495	0.149158731358479
ieu-a-29	Birth length	28459.0	Males and Females	2015	van der Valk RJ		ieu-a-1136	50225.0	7333	0.092143336922494	0.172370511286691	0.102345729395257
ieu-a-29	Birth length	28459.0	Males and Females	2015	van der Valk RJ		ieu-a-1129	106776.0	61282	0.641653701906332	0.0595381537580392	0.127932321645316
ieu-a-29	Birth length	28459.0	Males and Females	2015	van der Valk RJ		ieu-a-1127	175475.0	69501	0.947660888354681	0.00719845645785562	0.109658241218993
ieu-a-29	Birth length	28459.0	Males and Females	2015	van der Valk RJ		ieu-a-1134	21814.0	4226	0.028184260788502	-0.463712206401689	0.211286127178072
ieu-a-29	Birth length	28459.0	Males and Females	2015	van der Valk RJ		ieu-a-1133	69970.0	27078	0.655720472577959	0.0818667437014272	0.183627955087646
ieu-a-29	Birth length	28459.0	Males and Females	2015	van der Valk RJ		ieu-a-1132	83691.0	38197	0.924357521073775	0.01361452551159	0.143391926090646
ieu-a-29	Birth length	28459.0	Males and Females	2015	van der Valk RJ		ukb-a-519	337199.0	5510	0.612976542192064	-0.00131311933828613	0.00259597366072633
ieu-a-29	Birth length	28459.0	Males and Females	2015	van der Valk RJ		ieu-a-1126	228951.0	122977	0.298379196111876	0.0965554144253816	0.09284929547224
ieu-a-29	Birth length	28459.0	Males and Females	2015	van der Valk RJ		ukb-a-55	337159.0	7480	3.8074609510138e-10	-0.00835262965897903	0.00133391867624251
ieu-a-29	Birth length	28459.0	Males and Females	2015	van der Valk RJ		ieu-a-1131	32498.0	14910	0.738537811615749	0.0827844801534456	0.248013446797025
ieu-a-29	Birth length	28459.0	Males and Females	2015	van der Valk RJ		ieu-a-1130	89677.0	46785	0.323119544549597	0.154599976377325	0.156467003972145
ieu-a-785	Body mass index	152893.0	Males	2015	Locke AE		ieu-a-1132	83691.0	38197	0.00798620921746123	-0.689561901732089	0.24072085000422
ieu-a-974	Body mass index	171977.0	Females	2015	Locke AE		ieu-a-1132	83691.0	38197	0.0105753616042346	-0.216468250997364	0.0801353990795789
ieu-a-785	Body mass index	152893.0	Males	2015	Locke AE		ieu-a-1128	127442.0	21468	0.0454036888513937	-0.399971233145423	0.186766425549746
ieu-a-974	Body mass index	171977.0	Females	2015	Locke AE		ieu-a-1128	127442.0	21468	0.0625509799412546	-0.355740187811904	0.183399823161088
ieu-a-974	Body mass index	171977.0	Females	2015	Locke AE		ieu-a-1137	22068.0	4480	0.136691240140058	-0.340876699272078	0.229048978396313
ieu-a-785	Body mass index	152893.0	Males	2015	Locke AE		ieu-a-1134	21814.0	4226	0.0730908202450686	-0.345613792521079	0.185030838554305
ieu-a-785	Body mass index	152893.0	Males	2015	Locke AE		ieu-a-1127	175475.0	69501	0.00817505450304278	-0.258350494920271	0.0907497703467933
ieu-a-974	Body mass index	171977.0	Females	2015	Locke AE		ieu-a-1127	175475.0	69501	0.47880507015079	-0.0888373100186852	0.123694943381256
ieu-a-785	Body mass index	152893.0	Males	2015	Locke AE		ieu-a-1136	50225.0	7333	0.258358033420615	-0.213959134076954	0.189297371093289
ieu-a-974	Body mass index	171977.0	Females	2015	Locke AE		ieu-a-1136	50225.0	7333	0.732314487264105	-0.100712778310603	0.291708529280043
ieu-a-785	Body mass index	152893.0	Males	2015	Locke AE		ieu-a-1130	89677.0	46785	0.386602400699437	-0.0988654678473768	0.114190343092191
ieu-a-974	Body mass index	171977.0	Females	2015	Locke AE		ieu-a-1130	89677.0	46785	0.250921274666326	-0.183317175828659	0.156682534899663
ieu-a-785	Body mass index	152893.0	Males	2015	Locke AE		ieu-a-1129	106776.0	61282	0.000170453487819526	-0.359633560580598	0.0829726144949092
ieu-a-974	Body mass index	171977.0	Females	2015	Locke AE		ieu-a-1129	106776.0	61282	0.00323811028807734	-0.243767770495197	0.0771147208777952
ieu-a-785	Body mass index	152893.0	Males	2015	Locke AE		ieu-a-1131	32498.0	14910	3.84805051394271e-06	-0.46817413806438	0.101349008618974
ieu-a-974	Body mass index	171977.0	Females	2015	Locke AE		ieu-a-1131	32498.0	14910	0.00272960658330631	-0.61998710507163	0.19037020270775
ieu-a-785	Body mass index	152893.0	Males	2015	Locke AE		ieu-a-1137	22068.0	4480	0.173250258144303	-0.340488234789709	0.250021822314078
ieu-a-785	Body mass index	152893.0	Males	2015	Locke AE		ieu-a-1133	69970.0	27078	0.00204093051554205	-0.412039312039312	0.13359635989757
ieu-a-974	Body mass index	171977.0	Females	2015	Locke AE		ieu-a-1133	69970.0	27078	0.0146918702234863	-0.394045370616258	0.152177799892318
ieu-a-974	Body mass index	171977.0	Females	2015	Locke AE		ieu-a-1134	21814.0	4226	0.534507047776342	-0.18708705177014	0.298041971311862
ieu-a-785	Body mass index	152893.0	Males	2015	Locke AE		ieu-a-1135	55149.0	9655	7.10130144437044e-05	-0.566824092054517	0.121741067945923
ieu-a-974	Body mass index	171977.0	Females	2015	Locke AE		ieu-a-1135	55149.0	9655	0.501190424511583	-0.148530792185899	0.21806424107957
ieu-a-785	Body mass index	152893.0	Males	2015	Locke AE		ukb-a-55	337159.0	7480	0.0233897659774605	-0.00690448312760321	0.0028848794874839
ieu-a-974	Body mass index	171977.0	Females	2015	Locke AE		ukb-a-55	337159.0	7480	0.00350527249008548	-0.00740217337170369	0.00236868407380207
ieu-a-785	Body mass index	152893.0	Males	2015	Locke AE		ukb-a-519	337199.0	5510	0.00845988377419732	-0.00564206815755837	0.00199693048482681
ieu-a-974	Body mass index	171977.0	Females	2015	Locke AE		ukb-a-519	337199.0	5510	0.0127552546578531	-0.00465235705379436	0.00177488140692406
ieu-a-785	Body mass index	152893.0	Males	2015	Locke AE		ieu-a-1126	228951.0	122977	0.0176939287579391	-0.307885013684328	0.113417731986473
ieu-a-974	Body mass index	171977.0	Females	2015	Locke AE		ieu-a-1126	228951.0	122977	9.78811784289222e-13	-0.788037146309407	0.110470631642082
ieu-a-1015	C-reactive protein	10112.0	Males and Females	2016	Okada Y		ieu-a-1126	228951.0	122977	0.203388658910389	0.0158475002504101	0.0124591549938254
ieu-a-1015	C-reactive protein	10112.0	Males and Females	2016	Okada Y		ieu-a-1129	106776.0	61282	0.565598450939095	-0.0326517900458338	0.0568306033928529
ieu-a-1015	C-reactive protein	10112.0	Males and Females	2016	Okada Y		ieu-a-1134	21814.0	4226	5.20602298694658e-23	0.35280043976828	0.0357171901703885
ieu-a-1015	C-reactive protein	10112.0	Males and Females	2016	Okada Y		ieu-a-1132	83691.0	38197	0.670978261120437	-0.0365288532156295	0.0859895383226824
ieu-a-1015	C-reactive protein	10112.0	Males and Females	2016	Okada Y		ieu-a-1128	127442.0	21468	1.56889260095553e-05	-0.0873981143104855	0.0202367282074562
ieu-a-1015	C-reactive protein	10112.0	Males and Females	2016	Okada Y		ieu-a-1130	89677.0	46785	0.638807545257958	0.0410655359117134	0.0874913703135746
ieu-a-1015	C-reactive protein	10112.0	Males and Females	2016	Okada Y		ieu-a-1127	175475.0	69501	0.0196636798032653	0.0652876086123651	0.0279879509991795
ieu-a-1015	C-reactive protein	10112.0	Males and Females	2016	Okada Y		ieu-a-1136	50225.0	7333	0.816615952177074	-0.0159305131813163	0.0686957173488588
ieu-a-1015	C-reactive protein	10112.0	Males and Females	2016	Okada Y		ukb-a-519	337199.0	5510	0.855476040669738	-0.000318653606053047	0.00174953717407246
ieu-a-1015	C-reactive protein	10112.0	Males and Females	2016	Okada Y		ieu-a-1133	69970.0	27078	0.115966604408679	0.164749561909976	0.104807135034446
ieu-a-1015	C-reactive protein	10112.0	Males and Females	2016	Okada Y		ieu-a-1131	32498.0	14910	0.401631466004457	0.125805976800661	0.149999185209873
ieu-a-1015	C-reactive protein	10112.0	Males and Females	2016	Okada Y		ieu-a-1137	22068.0	4480	0.90157277309628	0.028889389185963	0.233591576732237
ieu-a-1015	C-reactive protein	10112.0	Males and Females	2016	Okada Y		ukb-a-55	337159.0	7480	0.550854696964155	-0.00151682666038955	0.00254296370072924
ieu-a-1015	C-reactive protein	10112.0	Males and Females	2016	Okada Y		ieu-a-1135	55149.0	9655	0.166226026982162	-0.178700339993984	0.129078394730969
ukb-a-60	Cancer code  self-reported: squamous cell carcinoma	337159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1133	69970.0	27078	0.334722536990558	8.11343988594536	8.41080185578875
ukb-a-60	Cancer code  self-reported: squamous cell carcinoma	337159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	0.652574125333208	-2.8065750897361	6.23421435863476
ukb-a-60	Cancer code  self-reported: squamous cell carcinoma	337159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1137	22068.0	4480	3.52845315624925e-07	-60.8999617788916	11.9580906545196
ukb-a-60	Cancer code  self-reported: squamous cell carcinoma	337159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	0.436262151375812	-5.40967553470161	6.94866050851483
ukb-a-60	Cancer code  self-reported: squamous cell carcinoma	337159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1129	106776.0	61282	0.152218867091563	-11.0286088579394	7.70295278139881
ukb-a-60	Cancer code  self-reported: squamous cell carcinoma	337159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1130	89677.0	46785	0.686919943818498	2.60642834213809	6.4669472255383
ukb-a-60	Cancer code  self-reported: squamous cell carcinoma	337159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	0.983432566054325	0.258115312479219	12.4298924757702
ukb-a-60	Cancer code  self-reported: squamous cell carcinoma	337159.0	Males and Females	2017	Neale	Neale Lab	ukb-a-55	337159.0	7480	8.46099808596609e-09	-0.637311843494057	0.110663487022459
ukb-a-60	Cancer code  self-reported: squamous cell carcinoma	337159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1132	83691.0	38197	0.0773439122757269	-12.1301416238846	6.86750569097072
ukb-a-60	Cancer code  self-reported: squamous cell carcinoma	337159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1135	55149.0	9655	0.985821181452926	-0.260642801512814	14.6663786136241
ukb-a-60	Cancer code  self-reported: squamous cell carcinoma	337159.0	Males and Females	2017	Neale	Neale Lab	ukb-a-519	337199.0	5510	0.0163877283050936	-0.792127375278443	0.330030522226004
ukb-a-60	Cancer code  self-reported: squamous cell carcinoma	337159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1131	32498.0	14910	0.564855014547008	14.5249494120536	25.2324680273156
ukb-a-60	Cancer code  self-reported: squamous cell carcinoma	337159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1134	21814.0	4226	0.624163683254124	-6.87721045616662	14.0363290795187
ukb-a-60	Cancer code  self-reported: squamous cell carcinoma	337159.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1136	50225.0	7333	0.247302456886467	-8.94521185842767	7.73187675180997
ukb-a-307	Cancer diagnosed by doctor	336272.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1136	50225.0	7333	0.101819162136037	3.78935333478923	2.31609247003878
ukb-a-307	Cancer diagnosed by doctor	336272.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1129	106776.0	61282	0.805437337714833	0.392322942515447	1.59276031968697
ukb-a-307	Cancer diagnosed by doctor	336272.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1137	22068.0	4480	3.92734086313898e-09	7.52856292720237	1.27879655260106
ukb-a-307	Cancer diagnosed by doctor	336272.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1133	69970.0	27078	0.548724257390715	1.22940179748938	2.05012067872759
ukb-a-307	Cancer diagnosed by doctor	336272.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	0.899607496271708	0.165931662749375	1.31527707554956
ukb-a-307	Cancer diagnosed by doctor	336272.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1130	89677.0	46785	0.249594608178118	2.01095129975884	1.74662630714893
ukb-a-307	Cancer diagnosed by doctor	336272.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	0.267498082012407	1.22834401847252	1.10777129180978
ukb-a-307	Cancer diagnosed by doctor	336272.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1134	21814.0	4226	0.75085609958007	0.604926053069783	1.90521452459332
ukb-a-307	Cancer diagnosed by doctor	336272.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1132	83691.0	38197	0.699654162753684	-0.691249786404539	1.79178965233201
ukb-a-307	Cancer diagnosed by doctor	336272.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	0.0038056140704974	4.67154025817009	1.61430467175711
ukb-a-307	Cancer diagnosed by doctor	336272.0	Males and Females	2017	Neale	Neale Lab	ukb-a-55	337159.0	7480	0.00202006346653991	0.162402333818616	0.0526039230255574
ukb-a-307	Cancer diagnosed by doctor	336272.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1131	32498.0	14910	0.0441598033356206	1.93114513363198	0.95954147351225
ukb-a-307	Cancer diagnosed by doctor	336272.0	Males and Females	2017	Neale	Neale Lab	ieu-a-1135	55149.0	9655	0.540174061713619	1.1449781833062	1.86920016698155
